Data,COPPER_d,DAX_d,DJI_d,EURJPY_d,EURUSD_d,GBPUSD_d,GERMANY10B_d,GLOBAL_ENERGY_d,GLOBAL_FINANCE_d,GLOBAL_HEALTHCARE_d,GLOBAL_INDUSTRY_d,GLOBAL_TECH_d,GOLD_d,IRON_d,JAPAN10B_d,NATGAS_d,NIKKEI_d,OILBRENT_d,PALLADIUM_d,POLAND10B_d,SP500_d,SPENERGY_d,SPTECH_d,SPVIX_d,USA10B_d,USA30B_d,USDCHF_d,USDJPY_d,WHEAT_d,WIG20_d
2013-05-08,3.371,8249.71,15105.12,130.19,1.3159,1.5538,1.271,29.5355,41.5838,32.8386,52.5858,11.0915,1473.7,130.2,0.594,3.869,14285.69,105.22,691.0,3.122,1632.69,810.68,316.11,12.66,1.76,2.978,0.9349,98.939,725.5,2367.91
2013-05-09,3.3415,8262.55,15082.62,131.26,1.3043,1.5443,1.273,29.4009,41.1385,32.7114,52.3801,11.0546,1457.77,130.2,0.597,3.888,14191.48,104.16,705.0,3.082,1626.67,808.78,314.7,13.13,1.813,2.997,0.9481,100.63,743.5,2348.95
2013-05-10,3.356,8278.59,15118.49,131.9,1.2984,1.5358,1.38,29.2634,41.2667,33.0283,52.5077,11.0825,1447.22,129.6,0.7,3.905,14607.54,104.07,704.0,3.163,1633.7,805.26,316.01,12.59,1.9,3.104,0.9574,101.58,724.5,2338.16
2013-05-13,3.362,8279.29,15091.68,132.09,1.2981,1.5301,1.356,29.2222,41.3137,33.1137,52.5166,11.0626,1430.4,129.4,0.78,3.879,14782.21,103.27,713.0,3.212,1633.77,804.97,314.89,12.55,1.923,3.129,0.957,101.75,731.0,2354.34
2013-05-14,3.2905,8339.11,15215.25,132.24,1.2931,1.5217,1.376,29.4726,41.5838,33.381,52.9083,11.1025,1425.1,128.1,0.861,3.95,14758.42,102.97,726.0,3.21,1650.34,815.62,315.9,12.77,1.952,3.163,0.9658,102.27,729.0,2386.81
2013-05-15,3.267,8362.42,15275.69,131.71,1.288,1.5224,1.381,29.3793,41.7982,33.526,53.0112,11.1453,1392.6,126.4,0.874,4.01,15096.03,102.56,723.0,3.259,1658.78,812.71,316.81,12.81,1.943,3.159,0.9657,102.25,718.5,2408.86
2013-05-16,3.292,8369.87,15233.22,131.69,1.2883,1.5273,1.33,29.1976,41.439,33.1565,52.8826,11.1762,1385.84,125.0,0.844,4.01,15037.24,102.42,735.0,3.24,1650.47,808.3,318.43,13.07,1.865,3.086,0.9644,102.22,712.5,2390.32
2013-05-17,3.321,8398.0,15354.4,132.47,1.2826,1.5165,1.329,29.5443,41.9754,33.2439,53.396,11.2918,1359.62,123.1,0.806,3.89,15138.12,103.72,733.0,3.229,1667.47,822.53,321.76,12.45,1.949,3.165,0.9728,103.28,707.5,2391.07
2013-05-20,3.357,8455.83,15335.28,131.73,1.2883,1.5257,1.378,29.8302,42.084,33.0998,53.676,11.2908,1393.55,123.0,0.851,4.103,15360.81,104.49,745.0,3.308,1666.29,833.79,321.45,13.02,1.965,3.174,0.9665,102.25,709.5,2376.78
2013-05-21,3.339,8472.2,15387.58,132.28,1.2905,1.515,1.394,29.8901,42.0292,33.4227,53.9648,11.2948,1376.03,123.6,0.886,4.138,15381.02,104.58,742.0,3.339,1669.16,832.45,320.57,13.37,1.944,3.149,0.9702,102.5,705.5,2370.32
2013-05-22,3.3775,8530.89,15307.17,132.52,1.2851,1.5042,1.389,29.5944,41.5437,33.4058,53.396,11.1732,1369.68,123.2,0.904,4.158,15627.26,104.19,741.0,3.277,1655.35,822.06,317.21,13.82,2.026,3.209,0.979,103.12,713.5,2371.95
2013-05-23,3.2995,8351.98,15294.5,131.89,1.2932,1.5107,1.405,29.5257,41.0337,33.3124,52.9271,11.1184,1390.73,123.2,0.836,4.13,14483.98,102.14,734.0,3.47,1650.51,820.86,317.07,14.07,2.023,3.197,0.9687,101.99,730.0,2359.42
2013-05-24,3.2915,8305.32,15303.1,130.76,1.2935,1.5126,1.432,29.3931,40.6999,33.2955,52.5354,11.0955,1386.33,123.2,0.834,4.16,14612.45,100.46,723.0,3.413,1649.6,817.31,316.73,13.99,2.011,3.175,0.961,101.09,723.0,2384.58
2013-05-28,3.3115,8480.87,15409.39,131.43,1.2852,1.5035,1.501,29.5944,41.1062,33.5091,52.7906,11.1543,1380.94,117.8,0.909,4.168,14311.98,101.24,751.0,3.472,1660.06,825.88,318.01,14.48,2.135,3.29,0.9765,102.26,719.0,2469.37
2013-05-29,3.291,8336.58,15302.8,130.85,1.294,1.5127,1.539,29.5267,40.8879,33.0343,52.5107,11.1503,1392.48,112.9,0.942,4.13,14326.46,103.77,745.0,3.541,1648.36,824.1,317.1,14.83,2.124,3.27,0.9619,101.12,728.0,2463.37
2013-05-30,3.3105,8400.2,15324.53,131.42,1.3044,1.523,1.521,29.5532,41.2422,33.1594,52.851,11.237,1413.78,111.6,0.896,4.13,13589.03,102.14,753.0,,1654.41,822.15,319.0,14.53,2.124,3.287,0.9532,100.75,724.0,
2013-05-31,3.289,8348.84,15115.57,130.55,1.2996,1.5192,1.509,28.9,40.4523,32.4392,51.9982,11.0965,1387.57,110.4,0.867,4.003,13774.54,101.79,746.0,3.616,1630.74,805.41,316.07,16.3,2.164,3.308,0.9563,100.45,731.0,2485.5
2013-06-03,3.327,8285.8,15254.03,129.95,1.3069,1.5318,1.523,29.2222,40.4875,32.5823,52.4157,11.1403,1411.14,111.9,0.813,4.004,13261.82,100.43,754.0,3.526,1640.42,812.96,317.91,16.28,2.134,3.276,0.9471,99.434,733.5,2443.65
2013-06-04,3.365,8295.96,15177.54,130.86,1.3082,1.5315,1.541,29.0032,40.5502,32.4492,52.1743,11.1413,1399.17,116.6,0.88,3.999,13533.76,101.63,747.0,3.497,1631.38,806.24,316.47,16.27,2.137,3.297,0.9469,100.03,729.0,2462.92
2013-06-05,3.367,8196.18,14960.59,129.79,1.3092,1.5405,1.513,28.6437,39.6457,31.9833,51.2435,10.9968,1403.12,116.6,0.863,3.955,13014.87,102.04,755.0,3.599,1608.9,797.09,313.24,17.5,2.1,3.26,0.9418,99.142,720.5,2461.51
2013-06-06,3.316,8098.81,15040.62,128.96,1.3238,1.5582,1.523,28.8126,39.8787,32.3459,51.4848,11.0138,1413.66,113.9,0.841,3.848,12904.02,103.51,758.0,3.738,1622.56,803.09,314.36,16.63,2.075,3.232,0.9304,97.42,717.5,2446.29
2013-06-10,3.239,8307.69,15238.59,131.2,1.3254,1.5571,1.605,29.0032,40.3524,32.8018,52.1852,11.1114,1386.21,110.9,0.841,3.849,13514.2,104.07,766.0,3.938,1642.81,810.45,317.55,15.44,2.215,3.37,0.9337,98.985,709.0,2503.41
2013-06-11,3.193,8222.46,15122.02,127.83,1.3311,1.5645,1.602,28.682,39.7984,32.6568,51.7252,10.9709,1378.04,110.9,0.882,3.761,13317.62,103.87,749.0,3.977,1626.13,797.91,314.24,17.07,2.195,3.33,0.9245,96.028,716.0,2484.11
2013-06-12,3.225,8143.27,14995.23,127.82,1.3336,1.5676,1.587,28.4296,39.4206,32.5326,51.4858,10.9111,1388.74,110.9,0.883,3.785,13289.32,101.5,752.0,3.92,1612.52,792.48,311.85,18.59,2.23,3.375,0.9204,95.846,702.5,2481.6
2013-06-13,3.185,8095.39,15176.08,127.83,1.3372,1.5716,1.563,28.9914,40.3015,32.9161,52.2871,11.0207,1385.86,112.0,0.868,3.729,12445.38,103.11,732.0,3.862,1636.36,806.46,315.63,16.41,2.174,3.326,0.922,95.6,704.5,2472.75
2013-06-14,3.2045,8127.96,15070.18,125.5,1.3345,1.5704,1.515,28.6516,39.726,32.776,51.7707,10.9261,1390.38,113.6,0.82,3.75,12686.52,103.38,728.0,3.708,1626.73,798.46,313.45,17.14,2.126,3.297,0.9211,94.04,699.5,2478.43
2013-06-17,3.202,8215.73,15179.85,126.44,1.3361,1.5717,1.524,28.955,40.1929,32.9399,52.2446,11.0437,1385.0,115.0,0.844,3.794,13033.12,105.1,711.0,3.79,1639.04,809.8,316.26,16.8,2.171,3.348,0.9226,94.638,689.5,2463.37
2013-06-18,3.157,8229.51,15318.23,127.75,1.3394,1.5636,1.571,29.0906,40.4767,33.0998,52.751,11.1244,1367.32,117.7,0.828,3.906,13007.28,105.8,707.0,3.876,1651.81,814.76,318.78,16.61,2.182,3.342,0.9198,95.381,698.5,2455.15
2013-06-19,3.1435,8197.08,15112.19,128.02,1.3295,1.5485,1.559,28.682,39.7426,32.5306,51.9063,10.9998,1351.14,120.0,0.82,3.94,13245.22,105.21,691.0,3.861,1628.93,806.55,314.85,16.64,2.311,3.414,0.9279,96.295,721.5,2413.4
2013-06-20,3.0615,7928.48,14758.32,128.7,1.3225,1.5502,1.667,27.8619,38.4965,31.6117,50.5916,10.7358,1284.46,120.6,0.841,3.9,13014.58,105.56,661.0,4.26,1588.19,783.57,307.87,20.49,2.419,3.514,0.9268,97.317,714.5,2297.91
2013-06-21,3.0965,7789.24,14799.4,128.3,1.3123,1.5422,1.731,28.0416,38.5298,31.8263,50.8814,10.681,1296.12,118.6,0.875,3.869,13230.13,102.72,672.0,4.432,1592.43,785.28,306.18,18.89,2.514,3.567,0.9344,97.764,712.5,2233.64
2013-06-24,3.026,7692.45,14659.56,128.21,1.3122,1.5433,1.815,27.5348,37.9347,31.4429,49.8813,10.5026,1282.14,116.6,0.889,3.82,13062.78,100.36,659.0,4.559,1573.09,773.29,302.29,20.11,2.548,3.559,0.9327,97.705,686.5,2244.27
2013-06-25,3.071,7811.3,14760.31,128.14,1.3081,1.5422,1.805,27.799,38.5866,31.6336,50.3463,10.6202,1277.44,114.0,0.875,3.765,12969.34,99.8,663.0,4.415,1588.03,782.74,304.96,18.47,2.589,3.612,0.9378,97.955,682.5,2246.69
2013-06-26,3.041,7940.99,14910.14,127.16,1.3007,1.5313,1.77,27.9798,38.9644,32.1114,50.6311,10.6491,1226.33,113.8,0.871,3.726,12834.01,101.51,630.0,4.315,1603.26,788.13,306.64,17.21,2.539,3.574,0.9428,97.765,676.5,2246.66
2013-06-27,3.0525,7990.75,15024.49,128.31,1.3036,1.5257,1.728,28.0829,39.4186,32.3588,51.1,10.7457,,115.3,0.843,3.571,13213.55,100.62,,4.237,1613.2,,,16.86,2.483,3.547,0.945,98.425,672.5,2177.02
2013-06-28,3.0505,7959.22,14909.6,129.09,1.3015,1.5209,1.733,27.9503,39.1494,32.021,50.6747,10.6839,1234.26,116.5,0.853,3.554,13677.32,102.74,655.0,4.346,1606.28,786.97,306.7,16.86,2.478,3.498,0.9445,99.184,657.5,2245.64
2013-07-02,3.142,7910.77,14932.41,130.62,1.2983,1.5151,1.707,28.1261,39.2728,32.2038,50.9942,10.7886,1243.23,119.3,0.896,3.643,14098.74,103.19,682.0,4.132,1614.08,793.62,309.05,16.44,2.469,3.469,0.9502,100.62,663.0,2284.76
2013-07-03,3.174,7829.32,14988.55,129.99,1.3008,1.5276,1.663,28.1182,39.1592,32.174,51.0258,10.8324,1252.6,120.5,0.884,3.515,14055.56,103.96,682.0,4.07,1615.41,793.61,310.75,16.2,2.501,3.497,0.9464,99.93,669.5,2262.92
2013-07-05,3.08,7806.0,15135.84,129.86,1.2831,1.4883,1.72,28.2803,39.5547,32.4303,51.5452,10.8723,1222.98,122.6,0.865,3.536,14309.97,105.51,679.0,4.013,1631.89,802.59,312.84,14.89,2.715,3.677,0.9633,101.21,665.0,2253.49
2013-07-08,3.1115,7968.54,15224.69,129.82,1.2868,1.4947,1.7,28.4777,39.8464,32.6528,51.7005,10.8523,1236.73,121.9,0.887,3.66,14109.34,107.46,693.0,3.974,1640.46,808.03,312.1,14.78,2.645,3.643,0.9635,100.89,673.0,2223.28
2013-07-09,3.076,8057.75,15300.34,129.24,1.2786,1.4864,1.658,28.7773,40.186,32.7641,52.2782,10.9071,1251.04,123.7,0.87,3.695,14472.9,107.75,696.0,3.876,1652.32,816.71,313.26,14.35,2.63,3.654,0.9727,101.08,686.5,2218.77
2013-07-10,3.101,8066.48,15291.66,129.61,1.3022,1.5062,1.656,28.6948,40.1302,32.9846,52.3395,10.962,1259.46,123.9,0.854,3.702,14416.6,107.9,710.0,3.944,1652.62,811.5,314.36,14.21,2.68,3.688,0.9535,99.53,688.5,2244.63
2013-07-11,3.1835,8158.8,15460.92,129.61,1.3093,1.5183,1.625,29.1927,40.8967,33.4714,53.5266,11.1911,1285.69,125.2,0.828,3.645,14472.58,108.43,717.0,3.959,1675.02,819.37,319.58,14.01,2.574,3.625,0.9465,98.993,693.0,2279.09
2013-07-12,3.1705,8212.77,15464.3,129.82,1.3067,1.5103,1.559,29.1623,40.7998,33.5777,53.1576,11.1832,1285.2,126.8,0.821,3.618,14506.25,108.18,717.0,3.915,1680.19,822.97,320.02,13.84,2.601,3.649,0.9459,99.346,695.5,2302.81
2013-07-15,3.161,8234.81,15484.26,130.58,1.3066,1.51,1.577,29.2055,41.0748,33.6263,53.4148,11.2429,1284.34,126.9,,3.68,,109.03,729.0,3.922,1682.5,821.88,320.53,13.79,2.556,3.611,0.948,99.94,683.5,2305.78
2013-07-16,3.1995,8201.05,15451.85,130.42,1.3153,1.5144,1.55,29.1476,41.0582,33.4237,53.2625,11.231,1291.75,129.0,0.826,3.674,14599.12,109.05,732.0,3.939,1676.26,816.67,320.8,14.42,2.532,3.584,0.9396,99.155,683.75,2303.05
2013-07-17,3.1405,8254.72,15470.52,130.67,1.3123,1.5212,1.543,29.3018,41.2197,33.4972,53.5266,11.2549,1275.7,130.4,0.819,3.673,14615.04,109.29,731.0,4.082,1680.91,820.5,321.39,13.78,2.491,3.572,0.941,99.58,679.5,2309.79
2013-07-18,3.1425,8337.09,15548.54,131.81,1.3112,1.5227,1.52,29.5502,41.6788,33.5568,53.8451,11.2141,1283.94,131.9,0.807,3.723,14808.5,109.67,741.0,3.969,1689.37,828.66,320.31,13.77,2.534,3.63,0.9438,100.53,674.5,2300.33
2013-07-19,3.15,8331.57,15543.74,131.88,1.3143,1.5273,1.523,29.8262,41.7522,33.826,54.1498,11.0028,1295.88,131.7,0.812,3.794,14589.91,109.71,744.0,3.903,1692.09,840.04,314.97,12.54,2.491,3.572,0.9405,100.35,678.5,2313.31
2013-07-22,3.1895,8331.06,15545.55,131.31,1.3183,1.5355,1.517,29.9225,42.0909,33.9671,54.1824,11.0347,1335.47,131.5,0.79,3.698,14658.04,109.34,744.0,3.816,1695.53,837.86,316.03,12.29,2.488,3.555,0.936,99.6,677.5,2311.49
2013-07-23,3.198,8314.23,15567.74,131.53,1.3223,1.5373,1.551,29.9588,42.13,33.8767,54.2062,11.0058,1344.99,131.9,0.784,3.71,14778.51,108.82,737.0,3.969,1692.39,838.94,314.67,12.66,2.516,3.592,0.9347,99.473,671.5,2327.28
2013-07-24,3.1815,8379.11,15542.24,132.31,1.3196,1.5315,1.65,29.7093,41.9225,33.826,53.949,11.0835,1321.79,132.1,0.779,3.709,14731.28,109.27,744.0,4.01,1685.94,829.8,316.74,13.18,2.588,3.653,0.9371,100.26,671.5,2324.17
2013-07-25,3.1885,8298.98,15555.61,131.78,1.3276,1.5383,1.675,29.8773,42.0517,33.9979,53.9351,11.1005,1333.34,132.1,0.802,3.654,14562.93,108.23,735.0,4.027,1690.25,835.39,316.9,12.97,2.607,3.665,0.93,99.262,668.0,2317.8
2013-07-26,3.109,8244.91,15558.83,130.52,1.3282,1.5376,1.667,29.782,41.9284,34.1061,53.7007,11.0736,1333.18,132.6,0.792,3.593,14129.98,108.1,723.0,3.998,1691.65,833.01,317.4,12.72,2.561,3.618,0.9283,98.27,669.0,2291.1
2013-07-29,3.1165,8259.03,15521.97,129.85,1.3262,1.5339,1.666,29.507,41.6308,33.971,53.4148,11.0307,1327.98,131.7,0.798,3.473,13661.13,107.57,739.0,4.027,1685.33,826.07,317.22,13.39,2.585,3.656,0.9311,97.911,676.5,2299.26
2013-07-30,3.041,8271.02,15520.59,130.02,1.3262,1.5237,1.67,29.3823,41.5026,33.9194,53.6067,11.1124,1326.02,130.9,0.797,3.458,13869.82,108.1,725.0,4.027,1685.96,824.16,318.66,13.39,2.603,3.672,0.9296,98.038,680.5,2307.79
2013-07-31,3.1185,8275.97,15499.54,130.02,1.3296,1.5197,1.672,29.4176,41.5271,33.9979,53.7254,11.0745,1324.85,129.9,0.797,3.444,13668.32,107.47,724.0,4.1,1685.73,827.07,317.54,13.45,2.593,3.646,0.9262,97.793,689.5,2326.59
2013-08-01,3.164,8410.73,15628.02,131.44,1.321,1.5117,1.668,29.6455,42.3033,34.2452,54.311,11.1722,1309.99,129.7,0.798,3.418,14005.77,107.89,730.0,4.215,1706.87,841.09,321.31,12.94,2.723,3.774,0.9363,99.5,683.5,2351.14
2013-08-02,3.1695,8406.94,15658.36,131.32,1.3284,1.5287,1.652,29.5777,42.4296,34.3346,54.6128,11.228,1312.26,130.1,0.812,3.393,14466.16,109.94,727.0,4.19,1709.67,836.74,322.74,11.98,2.602,3.688,0.9293,98.852,687.5,2401.85
2013-08-05,3.167,8398.38,15612.13,130.3,1.3261,1.5355,1.687,29.4559,42.2044,34.2899,54.5722,11.2649,1302.75,130.2,0.78,3.33,14258.04,109.63,730.0,4.191,1707.14,834.76,323.26,11.84,2.64,3.73,0.9276,98.252,668.5,2405.73
2013-08-06,3.172,8299.73,15518.74,130.09,1.3306,1.5348,1.706,29.3175,41.9284,34.2452,54.3546,11.2091,1282.8,131.4,0.787,3.356,14401.06,109.81,719.0,4.189,1697.37,829.74,321.46,12.72,2.642,3.73,0.9258,97.765,666.0,2366.74
2013-08-07,3.1775,8260.48,15470.67,128.51,1.3335,1.5487,1.69,29.1554,41.7199,34.2393,54.131,11.1642,1287.08,133.1,0.755,3.304,13824.94,108.63,720.0,4.171,1690.91,826.31,320.64,12.98,2.6,3.686,0.9213,96.373,654.5,2380.01
2013-08-08,3.2705,8318.32,15498.32,129.26,1.3381,1.5535,1.689,29.4559,42.179,34.3346,54.4673,11.2041,1312.91,133.1,0.761,3.265,13605.56,107.71,734.0,4.145,1697.48,831.09,321.25,12.73,2.587,3.672,0.9198,96.598,652.0,2406.4
2013-08-09,3.3085,8338.31,15425.51,128.36,1.3344,1.5508,1.679,29.4324,42.2367,34.2452,54.5386,11.1563,1314.38,133.1,0.756,3.321,13615.19,106.84,738.0,4.138,1691.42,827.94,319.63,13.41,2.58,3.639,0.9219,96.188,643.5,2414.28
2013-08-12,3.3065,8359.25,15419.68,129.11,1.3298,1.5462,1.701,29.3018,42.1007,34.1359,54.4753,11.226,1337.95,138.7,0.75,3.361,13519.43,107.49,734.0,4.145,1689.47,823.99,321.7,12.81,2.605,3.666,0.9257,97.087,619.5,2440.05
2013-08-13,3.3185,8415.76,15451.01,130.26,1.326,1.5445,1.81,29.3754,42.2847,34.2611,54.6899,11.3336,1321.26,141.8,0.745,3.335,13867.0,108.29,735.0,4.209,1694.16,825.39,323.62,12.31,2.715,3.756,0.933,98.232,613.0,2442.3
2013-08-14,3.3405,8438.12,15337.66,129.94,1.3258,1.5503,1.824,29.3086,42.319,34.0754,54.5959,11.3456,1335.72,142.8,0.755,3.36,14050.16,109.75,736.0,4.314,1685.39,821.73,323.57,13.04,2.712,3.752,0.9348,98.007,615.0,2461.22
2013-08-15,3.338,8376.29,15112.19,129.82,1.335,1.5642,1.884,29.2654,41.8648,33.6522,54.0964,11.1602,1365.92,141.2,0.756,3.334,13752.94,109.63,760.0,,1661.32,816.52,318.24,14.73,2.755,3.792,0.9254,97.242,626.5,
2013-08-16,3.3645,8391.94,15081.47,130.04,1.3333,1.5627,1.882,29.2418,41.9137,33.5647,54.1132,11.1682,1376.3,137.9,0.758,3.36,13650.11,111.17,759.0,4.372,1655.83,812.93,317.87,14.37,2.829,3.857,0.926,97.531,620.5,2445.6
2013-08-19,3.3365,8366.29,15010.74,130.18,1.3336,1.5648,1.899,28.8352,41.3391,33.5876,53.8204,11.1304,1365.62,139.2,0.77,3.468,13758.13,110.1,749.0,4.495,1646.06,799.77,317.07,15.1,2.884,3.902,0.924,97.616,630.5,2438.83
2013-08-20,3.3395,8300.03,15002.99,130.56,1.3418,1.5662,1.844,28.9511,41.3714,33.8032,53.8204,11.1403,1370.9,139.0,0.748,3.493,13396.38,110.55,745.0,4.387,1652.35,804.4,317.24,14.91,2.814,3.853,0.9171,97.306,628.5,2405.32
2013-08-21,3.3115,8285.41,14897.55,130.51,1.3358,1.5649,1.872,28.682,41.0817,33.5489,53.3624,11.0955,1366.38,137.8,0.738,3.509,13424.33,109.68,741.0,4.481,1642.8,800.09,316.6,15.94,2.855,3.882,0.9219,97.702,627.5,2383.15
2013-08-22,3.333,8397.89,14963.74,131.91,1.3356,1.5585,1.921,29.0621,41.485,33.7595,53.9747,11.1543,1375.72,137.7,0.751,3.515,13365.17,109.85,750.0,4.53,1656.96,812.37,318.17,14.76,2.901,3.885,0.9233,98.764,620.0,2420.68
2013-08-23,3.352,8416.99,15010.51,132.06,1.3384,1.5581,1.934,29.3086,41.7199,33.831,54.2161,11.2519,1380.59,138.6,0.779,3.513,13660.55,109.92,745.0,4.507,1663.5,818.39,320.49,13.98,2.818,3.798,0.9209,98.665,623.5,2417.23
2013-08-26,3.322,8435.15,14946.46,131.59,1.3369,1.5577,1.899,29.2359,41.3714,33.8946,53.9094,11.2061,1404.37,138.7,0.77,3.551,13636.28,110.59,744.0,4.453,1656.78,816.65,318.96,14.99,2.805,3.784,0.9226,98.425,643.5,2417.91
2013-08-27,3.3325,8242.56,14776.13,129.92,1.3389,1.5543,1.849,29.1407,40.4376,33.3422,52.934,10.9998,1414.76,138.7,0.743,3.508,13542.37,110.98,740.0,4.415,1630.48,811.03,313.11,16.77,2.721,3.703,0.9172,97.033,637.5,2367.63
2013-08-28,3.307,8157.9,14824.51,130.34,1.334,1.5524,1.874,29.6897,40.4444,33.2985,52.9064,11.0197,1417.23,138.5,0.72,3.558,13338.46,113.24,741.0,4.462,1634.96,824.87,313.47,16.48,2.782,3.754,0.9218,97.71,633.5,2361.85
2013-08-29,3.244,8194.55,14840.95,130.14,1.3237,1.55,1.856,29.3607,40.4983,33.3243,52.8806,11.0745,1407.47,138.3,0.716,3.568,13459.71,115.74,734.0,4.513,1638.17,816.44,315.21,16.8,2.751,3.703,0.931,98.315,635.5,2367.84
2013-08-30,3.225,8103.15,14810.31,129.74,1.3216,1.5496,1.857,29.2291,40.2585,33.078,52.3732,11.0118,1394.47,137.7,0.724,3.57,13388.86,115.83,718.0,4.458,1632.97,816.27,313.7,17.01,2.749,3.676,0.9304,98.17,637.5,2384.22
2013-09-03,3.2965,8180.71,14833.96,131.08,1.3166,1.5557,1.94,29.507,40.6706,33.2379,53.2259,11.0775,1411.99,138.7,0.77,3.655,13978.44,114.29,714.0,4.627,1639.77,822.27,313.93,16.61,2.848,3.776,0.9367,99.56,631.5,2367.49
2013-09-04,3.2365,8195.92,14930.87,131.7,1.3203,1.5622,1.942,29.6671,41.0817,33.5826,53.7947,11.2031,1391.27,138.0,0.778,3.689,14053.87,115.16,696.0,4.795,1653.08,826.29,316.85,15.88,2.897,3.799,0.9355,99.75,626.0,2308.44
2013-09-05,3.241,8234.98,14937.48,131.4,1.3118,1.5587,2.044,29.7329,41.1943,33.5151,53.949,11.218,1367.18,137.1,0.781,3.691,14064.82,115.22,683.0,4.901,1655.08,829.01,317.02,15.77,2.979,3.878,0.9449,100.17,615.0,2201.5
2013-09-06,3.258,8275.67,14922.5,130.51,1.3175,1.5627,1.952,29.8076,41.3636,33.6224,54.1498,11.242,1391.46,134.1,0.789,3.55,13860.81,115.43,693.0,4.838,1655.17,829.32,317.31,15.85,2.938,3.873,0.9377,99.059,623.0,2238.98
2013-09-09,3.2755,8276.32,15063.12,132.02,1.3253,1.5693,1.96,30.0619,41.9773,33.7853,54.9402,11.3984,1386.71,134.8,0.754,3.595,14205.23,115.98,682.0,4.657,1671.71,837.5,320.93,15.61,2.897,3.84,0.9321,99.62,615.5,2290.86
2013-09-10,3.2615,8446.54,15191.06,133.16,1.3265,1.5732,2.026,30.0826,42.504,33.9631,55.7266,11.4652,1363.49,135.2,0.75,3.626,14423.36,114.82,691.0,4.703,1683.99,838.21,323.09,14.53,2.959,3.889,0.9349,100.39,620.5,2357.25
2013-09-11,3.2565,8495.73,15326.6,133.07,1.3311,1.5821,1.997,30.2073,42.5921,34.131,55.7939,11.4143,1365.08,135.1,0.738,3.596,14425.07,111.91,689.0,4.586,1689.13,844.32,321.65,13.82,2.92,3.86,0.9305,99.97,617.5,2380.01
2013-09-12,3.2125,8494.0,15300.64,132.32,1.3299,1.5806,2.003,30.0482,42.3591,34.0316,55.5713,11.4014,1321.19,135.2,0.729,3.645,14387.27,111.92,687.0,4.562,1683.42,839.25,321.85,14.29,2.907,3.845,0.9302,99.49,623.0,2399.23
2013-09-13,3.207,8509.42,15376.06,132.01,1.3302,1.5873,1.977,30.0482,42.4384,34.1131,55.7612,11.4203,1327.06,134.5,0.725,3.643,14404.67,112.41,697.0,4.492,1687.99,839.0,321.95,14.16,2.898,3.847,0.9293,99.24,621.5,2375.44
2013-09-16,3.227,8613.0,15494.78,132.13,1.3335,1.5897,1.938,30.1346,42.8495,34.3177,56.3637,11.4203,1312.47,134.1,,3.683,,112.32,700.0,4.423,1697.6,838.74,321.42,14.38,2.874,3.871,0.9272,99.09,615.5,2354.66
2013-09-17,3.228,8596.95,15529.73,132.4,1.3357,1.5906,1.964,30.1994,42.9885,34.3773,56.5615,11.4771,1310.18,131.1,0.719,3.76,14311.67,109.88,701.0,4.464,1704.76,842.46,323.28,14.53,2.853,3.84,0.9258,99.124,617.5,2365.36
2013-09-18,3.2835,8636.06,15676.94,132.59,1.3508,1.6132,2.001,30.6375,43.8509,34.7916,57.7525,11.6635,1363.48,131.7,0.712,3.723,14505.36,109.04,715.0,4.459,1725.52,853.03,327.34,13.59,2.708,3.75,0.9131,98.154,631.5,2363.78
2013-09-19,3.35,8694.18,15636.55,134.47,1.3529,1.6029,1.922,30.4853,43.7295,34.6833,57.7011,11.6635,1365.9,131.8,0.678,3.729,14766.18,108.96,730.0,4.313,1722.34,850.99,327.66,13.16,2.748,3.805,0.9105,99.393,617.5,2410.92
2013-09-20,3.3275,8675.73,15451.09,134.3,1.352,1.6016,1.947,30.3232,43.3928,34.6466,57.1204,11.5768,1325.71,131.8,0.696,3.679,14742.42,110.28,713.0,4.355,1709.91,843.72,325.15,13.12,2.732,3.76,0.9107,99.33,630.5,2408.16
2013-09-23,3.308,8635.29,15401.38,133.29,1.3492,1.6042,1.92,30.1847,43.0394,34.5204,57.0779,11.5987,1322.27,132.4,,3.65,,109.32,711.0,4.348,1701.84,839.88,325.98,14.31,2.714,3.742,0.9108,98.792,637.5,2388.66
2013-09-24,3.2655,8664.6,15334.59,132.99,1.3471,1.6001,1.848,30.2377,42.9552,34.3605,57.0977,11.5598,1322.94,132.7,0.669,3.578,14732.61,108.73,716.0,4.325,1697.42,840.73,324.89,14.08,2.653,3.672,0.9129,98.727,642.5,2393.06
2013-09-25,3.2805,8665.63,15273.26,133.11,1.3522,1.6076,1.822,30.2594,42.9797,34.2492,57.0185,11.5479,1334.04,133.8,0.676,3.518,14620.53,108.17,719.0,4.377,1692.77,840.48,324.05,14.01,2.614,3.648,0.9094,98.442,654.5,2407.12
2013-09-26,3.304,8664.1,15328.3,133.49,1.3487,1.6038,1.832,30.2515,43.0511,34.3038,57.2856,11.5768,1323.7,133.8,0.695,3.463,14799.12,109.48,718.0,4.45,1698.67,841.56,325.28,14.06,2.643,3.69,0.9101,98.978,665.5,2435.83
