Data,COPPER_d,DAX_d,DJI_d,EURJPY_d,EURUSD_d,GBPUSD_d,GERMANY10B_d,GLOBAL_ENERGY_d,GLOBAL_FINANCE_d,GLOBAL_HEALTHCARE_d,GLOBAL_INDUSTRY_d,GLOBAL_TECH_d,GOLD_d,IRON_d,JAPAN10B_d,NATGAS_d,NIKKEI_d,OILBRENT_d,PALLADIUM_d,POLAND10B_d,SP500_d,SPENERGY_d,SPTECH_d,SPVIX_d,USA10B_d,USA30B_d,USDCHF_d,USDJPY_d,WHEAT_d,WIG20_d
2018-01-03,3.237,12978.21,24922.68,135.174,1.20106,1.35115,0.44,30.5697,63.29,53.5498,87.4805,25.3288,1313.3,75.2,,3.88,,67.84,1080.07,3.312,2713.06,753.12,656.21,9.15,2.449,2.7863,0.97713,112.546,442.0,2463.25
2018-01-04,3.2425,13167.89,25075.13,136.143,1.20719,1.35486,0.433,30.8202,63.9615,53.6184,88.4727,25.4932,1323.67,76.4,0.056,3.42,23506.33,68.02,1094.58,3.256,2723.99,757.78,659.43,9.22,2.4562,2.7878,0.97453,112.777,440.0,2533.17
2018-01-05,3.207,13319.64,25295.87,136.213,1.2042,1.35672,0.439,30.8369,63.9723,54.1737,89.1691,25.7662,1317.84,77.1,0.06,2.9,23714.53,67.64,1087.64,3.213,2743.15,757.62,666.68,9.22,2.4799,2.8121,0.97502,113.116,436.0,2529.55
2018-01-08,3.201,13367.78,25283.0,135.431,1.19684,1.35699,0.434,30.9145,64.079,53.9561,89.1948,25.834,1320.04,78.0,,2.87,,67.79,1094.99,3.237,2747.71,762.06,669.03,9.52,2.48,2.8113,0.97732,113.157,433.0,2548.61
2018-01-09,3.1945,13385.59,25385.8,134.428,1.19359,1.35407,0.465,30.886,64.2767,54.3743,89.5955,25.7383,1311.11,78.8,0.068,2.9,23849.99,68.77,1095.03,3.287,2751.29,759.66,666.54,10.08,2.553,2.895,0.98345,112.625,438.0,2528.38
2018-01-10,3.215,13281.34,25369.13,133.115,1.19496,1.35069,0.476,30.7946,64.8689,54.1826,89.5203,25.5938,1314.49,78.5,0.087,3.11,23788.2,69.17,1080.55,3.343,2748.23,759.01,664.17,9.82,2.557,2.9,0.97836,111.398,440.0,2511.27
2018-01-11,3.2135,13202.9,25574.73,133.91,1.20386,1.35389,0.517,31.2808,65.3534,54.3565,90.4234,25.6885,1322.62,79.4,0.07,3.24,23710.43,69.27,1081.29,3.346,2767.56,774.65,667.2,9.88,2.54,2.867,0.97528,111.234,439.0,2534.56
2018-01-16,3.199,13246.33,25792.86,135.366,1.22561,1.3788,0.56,31.2955,65.8204,54.8333,91.0278,25.83,1337.64,75.6,0.08,4.09,23951.81,69.21,1090.02,3.279,2776.42,772.32,668.36,11.66,2.537,2.827,0.95987,110.44,421.0,2591.1
2018-01-17,3.1665,13183.96,26115.65,135.471,1.21655,1.38084,0.561,31.5146,66.3959,55.2028,91.4018,26.2575,1326.08,74.4,0.084,3.87,23868.34,69.32,1109.94,3.286,2802.56,778.81,678.34,11.91,2.59,2.859,0.96663,111.352,426.0,2600.37
2018-01-18,3.177,13281.43,26017.81,135.931,1.22409,1.38934,0.573,31.3142,66.4752,55.1502,91.0555,26.2993,1326.16,74.9,0.081,3.38,23763.37,69.35,1094.75,3.321,2798.03,772.48,679.56,12.22,2.627,2.905,0.9588,111.052,430.0,2591.22
2018-01-19,3.167,13434.45,26071.72,135.377,1.22198,1.38625,0.569,31.214,66.8521,55.4402,91.3365,26.3661,1331.01,76.9,0.084,3.18,23808.06,68.64,1102.11,3.321,2810.3,771.7,680.72,11.27,2.659,2.935,0.96318,110.785,427.0,2601.82
2018-01-22,3.1775,13463.69,26214.6,136.011,1.2261,1.39842,0.567,31.766,67.3278,55.7393,91.4196,26.5554,1333.72,75.9,0.079,3.13,23816.33,69.04,1094.63,3.328,2832.97,788.17,687.26,11.03,2.65,2.913,0.9619,110.93,430.0,2620.87
2018-01-23,3.0895,13559.6,26210.81,135.623,1.22975,1.40017,0.56,31.7483,67.4629,55.7015,91.75,26.7856,1340.26,73.7,0.073,3.36,24124.15,69.97,1088.53,3.323,2839.13,787.02,690.79,11.1,2.617,2.896,0.95788,110.285,427.5,2630.37
2018-01-24,3.2085,13414.74,26252.12,135.444,1.24046,1.42409,0.585,31.8917,67.8133,56.0462,91.4859,26.5474,1358.01,74.3,0.08,3.56,23940.78,70.5,1106.1,3.359,2837.54,784.91,685.19,11.47,2.65,2.93,0.94574,109.19,439.0,2621.59
2018-01-25,3.199,13298.36,26392.79,135.681,1.23735,1.4113,0.609,31.6992,67.5892,56.4168,91.3533,26.4408,1345.71,75.1,0.084,3.57,23669.49,70.37,1092.41,3.4,2839.25,778.59,684.01,11.58,2.617,2.882,0.94306,109.655,440.5,2589.3
2018-01-26,3.1825,13340.17,26616.71,135.01,1.2419,1.41482,0.626,31.7994,68.197,57.437,92.21,26.8384,1350.01,74.6,0.076,3.52,23631.88,70.51,1085.47,3.445,2872.87,783.27,694.95,11.08,2.664,2.911,0.93355,108.713,447.0,2600.48
2018-01-29,3.178,13324.48,26439.48,134.963,1.23825,1.4071,0.696,31.381,67.7321,57.2323,91.568,26.6192,1339.98,73.8,0.084,3.56,23629.34,69.54,1083.24,3.495,2853.53,771.01,688.72,13.84,2.697,2.942,0.93788,108.995,455.0,2593.4
2018-01-30,3.177,13197.71,26076.89,134.927,1.24053,1.41515,0.683,30.7789,67.1487,56.1525,90.9645,26.3212,1338.39,73.5,0.092,3.6,23291.97,69.02,1051.21,3.472,2822.43,755.22,682.17,14.79,2.72,2.971,0.93472,108.766,463.0,2566.14
2018-01-31,3.184,13189.48,26149.39,135.54,1.24125,1.41972,0.695,30.7534,67.2113,55.5237,91.0753,26.4747,1344.63,73.1,0.084,3.21,23098.29,68.86,1025.29,3.464,2823.81,755.69,686.91,13.54,2.709,2.937,0.93171,109.198,458.5,2553.81
2018-02-01,3.197,13003.9,26186.71,136.883,1.25049,1.42639,0.721,31.0225,67.4991,55.3568,90.8706,26.4448,1348.54,72.7,0.095,3.02,23486.11,69.68,1035.23,3.519,2821.98,763.74,687.95,13.47,2.793,3.026,0.92633,109.456,458.5,2534.21
2018-02-02,3.1765,12785.16,25520.96,137.205,1.24612,1.41212,0.768,29.9009,66.1904,54.5293,89.0712,25.6486,1332.85,73.8,0.087,2.86,23274.53,68.49,1043.63,3.595,2762.13,732.45,667.78,17.31,2.841,3.087,0.93116,110.106,454.5,2507.24
2018-02-05,3.2105,12687.49,24345.75,135.061,1.23758,1.39685,0.737,28.7311,63.3977,52.1392,85.1341,24.6482,1337.85,76.0,0.083,2.79,22682.08,67.56,1027.88,3.532,2648.94,700.88,640.78,37.32,2.706,3.009,0.93184,109.134,448.0,2505.98
2018-02-06,3.1775,12392.66,24912.77,135.851,1.23833,1.39579,0.694,29.065,64.402,52.7333,86.6703,25.3088,1324.22,76.0,0.077,2.75,21610.24,66.79,1008.98,3.527,2695.14,706.15,657.82,29.98,2.805,3.068,0.93597,109.706,454.5,2412.03
2018-02-07,3.0765,12590.43,24893.35,134.026,1.22538,1.38716,0.744,28.5131,63.892,52.6478,86.3162,24.9441,1318.32,77.5,0.073,2.73,21645.37,65.5,984.71,3.526,2681.66,694.25,649.59,27.73,2.84,3.117,0.94355,109.375,469.0,2441.67
2018-02-08,3.072,12260.29,23860.46,133.199,1.22477,1.39213,0.762,27.7283,61.8002,51.0395,83.4396,23.9407,1317.04,77.9,0.079,2.71,21890.86,64.83,959.87,3.611,2581.0,673.09,622.36,33.46,2.824,3.131,0.93578,108.761,464.5,2406.48
2018-02-09,3.0245,12107.48,24190.9,133.146,1.22351,1.38258,0.745,27.6949,62.4374,51.5909,84.0361,24.4718,1314.69,76.6,0.07,2.61,21382.62,62.66,975.81,3.574,2619.55,670.75,637.57,29.06,2.851,3.162,0.94006,108.823,457.0,2382.79
2018-02-12,3.0775,12282.77,24601.27,133.628,1.22911,1.38368,0.754,28.1379,63.1373,52.2018,85.5159,24.9372,1322.52,76.6,,2.56,,62.59,980.93,3.551,2656.0,682.06,648.61,25.61,2.859,3.145,0.93973,108.72,472.0,2414.41
2018-02-13,3.1545,12196.5,24640.45,133.167,1.23498,1.38846,0.749,28.078,63.2998,52.1253,85.237,25.0657,1329.16,77.9,0.065,2.57,21244.68,62.73,981.03,3.519,2662.94,678.87,650.43,24.97,2.829,3.114,0.93568,107.83,468.5,2431.67
2018-02-14,3.2285,12339.16,24893.49,133.229,1.2454,1.40051,0.757,28.4807,64.6536,52.8594,86.5962,25.6138,1350.3,78.3,0.063,2.51,21154.17,64.37,997.64,3.525,2698.63,688.77,661.95,19.26,2.906,3.164,0.92937,106.976,463.5,2449.79
2018-02-15,3.239,12346.17,25200.37,132.748,1.2501,1.40935,0.765,28.4718,65.1469,53.4793,87.5923,26.097,1353.23,78.3,0.063,2.49,21464.98,64.36,1015.07,3.498,2731.2,685.9,674.3,19.13,2.913,3.167,0.92242,106.19,469.5,2423.57
2018-02-16,3.243,12451.96,25219.38,131.872,1.24063,1.40151,0.705,28.4217,65.1851,53.7783,87.984,26.0442,1346.54,78.3,0.059,2.48,21720.25,64.87,1041.66,3.463,2732.22,683.98,673.34,19.46,2.879,3.133,0.92753,106.295,465.5,2406.96
2018-02-20,3.186,12487.9,24964.75,132.388,1.23357,1.39961,0.735,28.2882,64.7818,53.1475,87.3499,25.9834,1329.08,78.3,0.063,2.61,21925.1,65.28,1028.19,3.511,2716.26,680.28,674.18,20.6,2.89,3.153,0.93645,107.322,457.5,2413.23
2018-02-21,3.2115,12470.49,24797.78,132.275,1.22756,1.39086,0.723,27.9611,64.7426,52.9061,88.2392,25.8698,1323.0,78.3,0.054,2.65,21970.81,65.35,1018.24,3.479,2701.33,668.84,669.68,20.02,2.95,3.223,0.93952,107.754,455.5,2405.47
2018-02-22,3.2375,12461.91,24962.48,131.596,1.23297,1.39559,0.707,28.1713,64.6085,53.0521,87.8149,25.8439,1331.8,78.1,0.053,2.6,21736.44,66.36,1034.06,3.462,2703.96,676.09,670.27,18.72,2.922,3.206,0.93282,106.731,458.5,2410.69
2018-02-23,3.2085,12483.79,25309.99,131.383,1.22924,1.39642,0.651,28.7213,65.2732,53.7127,88.3659,26.386,1328.34,79.2,0.049,2.55,21892.78,67.35,1042.03,3.425,2747.3,690.9,684.23,16.49,2.868,3.157,0.93678,106.881,462.0,2406.11
2018-02-26,3.196,12527.04,25709.27,131.761,1.23133,1.39649,0.654,28.8981,65.7391,54.3475,89.1295,26.7587,1333.03,80.0,0.05,2.59,22153.63,67.48,1057.21,3.418,2779.6,695.18,695.12,15.8,2.866,3.153,0.93816,107.007,472.5,2408.63
2018-02-27,3.1575,12490.73,25410.03,131.353,1.22358,1.39099,0.677,28.5131,65.1107,53.7644,88.2254,26.4109,1318.09,79.6,0.044,2.6,22389.86,66.6,1033.61,3.359,2744.28,685.93,688.16,18.59,2.897,3.161,0.93899,107.351,475.5,2421.51
2018-02-28,3.1075,12435.85,25029.2,130.048,1.21935,1.37565,0.659,27.9287,64.3041,52.8882,86.6614,26.2575,1317.33,78.9,0.05,2.61,22068.24,64.71,1039.6,3.376,2713.83,670.22,683.13,19.85,2.862,3.125,0.94456,106.654,496.5,2364.32
2018-03-01,3.0995,12190.94,24608.98,130.229,1.22746,1.37775,0.645,27.8531,63.5142,52.164,85.0965,25.7762,1316.88,79.6,0.056,2.61,21724.47,63.84,986.08,3.294,2677.67,669.33,672.14,22.47,2.808,3.083,0.94142,106.097,511.5,2334.96
2018-03-02,3.101,11913.71,24538.06,130.332,1.23293,1.37904,0.652,27.9032,63.5866,52.5554,85.1163,26.0193,1322.08,77.7,0.067,2.63,21181.64,64.34,988.03,3.269,2691.25,672.18,678.6,19.59,2.864,3.14,0.93716,105.71,499.0,2314.23
2018-03-05,3.1055,12090.87,24874.76,131.015,1.23344,1.38436,0.646,28.1114,63.9096,53.1197,85.8325,26.2744,1320.16,75.7,0.044,2.67,21042.09,65.54,979.91,3.326,2720.94,679.46,685.05,18.73,2.883,3.155,0.94006,106.219,508.0,2330.1
2018-03-06,3.137,12113.87,24884.12,131.257,1.24214,1.38973,0.676,28.2803,64.1866,53.1097,86.3162,26.395,1334.45,75.0,0.052,2.73,21417.76,65.8,981.03,3.335,2728.12,679.74,686.85,18.36,2.89,3.155,0.9372,105.67,506.0,2339.51
2018-03-07,3.114,12245.36,24801.36,131.715,1.24108,1.39012,0.656,28.0377,64.1348,53.3303,86.4181,26.5694,1325.33,75.2,0.049,2.77,21252.72,64.33,967.51,3.283,2726.8,674.4,690.4,17.76,2.886,3.151,0.94346,106.129,496.0,2359.57
2018-03-08,3.0585,12355.57,24895.21,130.88,1.23134,1.38139,0.626,27.9709,64.1524,53.6531,86.5685,26.678,1321.3,72.0,0.054,2.71,21368.07,63.67,973.74,3.259,2738.97,673.68,693.53,16.54,2.861,3.123,0.95093,106.29,498.0,2322.09
2018-03-09,3.116,12346.68,25335.74,131.458,1.23062,1.38462,0.646,28.3638,65.1655,54.2919,87.8534,27.222,1323.18,70.3,0.05,2.68,21469.2,65.51,993.75,3.295,2786.57,687.03,706.69,14.64,2.894,3.158,0.95124,106.823,488.0,2354.54
2018-03-12,3.104,12418.39,25178.61,131.238,1.23337,1.3904,0.629,28.4217,65.2017,54.2015,87.5824,27.3187,1322.67,69.0,0.049,2.77,21824.03,65.02,975.73,3.296,2783.02,686.46,708.81,15.78,2.866,3.128,0.94778,106.406,489.0,2378.72
2018-03-13,3.119,12221.03,25007.03,131.992,1.23937,1.39702,0.618,28.187,64.5537,54.0843,86.9978,27.0158,1325.97,70.0,0.05,2.76,21968.1,64.68,985.98,3.354,2765.31,681.57,700.77,16.35,2.844,3.099,0.94365,106.499,485.0,2353.02
2018-03-14,3.14,12237.74,24758.12,131.504,1.23683,1.39639,0.593,28.1025,64.2317,53.8538,86.5595,27.0865,1324.76,71.8,0.049,2.66,21777.29,64.89,986.03,3.32,2749.48,677.3,699.95,17.23,2.819,3.059,0.94493,106.324,464.0,2335.97
2018-03-15,3.111,12345.56,24873.66,130.804,1.23062,1.39363,0.575,27.91,64.2317,53.821,86.6219,27.1184,1315.72,71.5,0.045,2.67,21803.95,65.12,983.65,3.28,2747.33,673.98,700.37,16.59,2.826,3.058,0.9515,106.291,477.0,2321.87
2018-03-16,3.093,12389.58,24946.51,130.276,1.22889,1.39417,0.572,28.1624,64.2317,53.8617,86.8623,27.0387,1313.62,69.6,0.035,2.61,21676.51,66.21,992.16,3.254,2752.01,680.85,700.05,15.8,2.845,3.077,0.9524,106.011,468.0,2285.08
2018-03-19,3.0695,12217.02,24610.91,130.804,1.23349,1.40249,0.568,27.7529,63.7834,53.1097,86.1569,26.4906,1315.09,67.4,0.039,2.63,21480.9,66.03,984.97,3.27,2712.92,669.3,685.84,19.02,2.855,3.088,0.95149,106.044,451.0,2248.53
2018-03-20,3.0255,12307.33,24727.27,130.454,1.22456,1.40015,0.584,27.9199,63.9801,53.1674,86.3261,26.5375,1310.49,66.8,0.039,2.66,21380.97,67.45,977.99,3.32,2716.94,674.99,685.49,18.2,2.9,3.132,0.95597,106.531,454.0,2272.09
2018-03-21,3.0485,12309.15,24682.31,130.785,1.23425,1.41392,0.593,28.6555,63.9987,53.0233,86.4755,26.4408,1331.86,67.9,,2.7,,69.46,987.24,3.393,2711.93,692.83,681.28,17.86,2.881,3.111,0.94882,105.963,454.0,2320.77
2018-03-22,3.012,12100.08,23957.89,129.185,1.23204,1.4114,0.528,28.0966,62.041,51.725,84.045,25.6417,1328.27,67.7,0.035,2.62,21591.99,68.91,980.52,3.242,2643.69,678.67,663.57,23.34,2.823,3.058,0.94743,104.854,456.0,2274.1
2018-03-26,2.9605,11787.26,24202.6,131.28,1.24478,1.42289,0.521,28.4885,62.2926,51.6226,84.6593,25.9635,1352.47,63.1,0.024,2.58,20766.1,70.1,972.17,3.241,2658.55,686.51,670.57,21.03,2.856,3.088,0.94514,105.464,455.0,2240.65
2018-03-27,2.9915,11970.83,23857.71,130.749,1.24065,1.41625,0.504,28.2292,61.2168,51.2213,84.0727,25.1325,1344.43,63.5,0.034,2.6,21317.32,70.11,968.73,3.241,2612.62,680.38,649.14,22.5,2.775,3.03,0.94654,105.388,450.0,2246.32
2018-03-28,2.994,11940.71,23848.42,131.476,1.23103,1.40808,0.504,27.8531,61.3793,51.6882,83.9233,24.9511,1324.72,63.1,0.034,2.64,21031.31,69.58,965.25,3.216,2605.0,666.68,644.68,22.87,2.783,3.023,0.95663,106.802,446.0,2203.7
2018-03-29,3.019,12096.73,24103.11,131.007,1.23022,1.40313,0.494,28.4041,62.0948,51.9683,85.1064,25.4673,1324.58,63.1,0.039,2.75,21159.08,69.3,949.32,3.174,2640.87,681.08,657.67,19.97,2.741,2.972,0.95645,106.49,452.0,2210.38
2018-04-02,3.0405,,23644.19,130.221,1.2302,1.40508,,27.8531,61.0014,50.8796,83.5118,24.8196,1341.04,65.4,0.043,2.72,21388.58,67.72,931.89,,2581.88,667.48,641.83,23.62,2.73,2.965,0.9551,105.854,449.5,
2018-04-03,3.058,12002.45,24033.36,130.805,1.22701,1.40609,0.5,28.3952,61.4595,51.5809,84.3338,25.0826,1332.58,63.8,0.026,2.7,21292.29,68.04,927.11,3.188,2614.45,681.64,648.2,21.1,2.779,3.013,0.95896,106.605,460.5,2239.15
2018-04-04,3.007,11957.9,24264.3,131.133,1.22826,1.40859,0.502,28.5131,61.854,52.1779,84.3526,25.2989,1333.14,63.0,0.029,2.77,21319.55,68.01,923.43,3.116,2644.69,680.76,657.02,20.06,2.803,3.037,0.96066,106.763,458.5,2200.99
2018-04-05,3.0695,12305.19,24505.22,131.471,1.22392,1.40028,0.522,29.0906,62.2661,52.2097,85.0777,25.4882,1326.41,63.0,0.04,2.77,21645.42,68.35,903.12,3.112,2662.84,693.17,659.78,18.94,2.834,3.074,0.96332,107.418,467.5,2243.58
2018-04-06,3.054,12241.27,23932.76,131.289,1.22853,1.40901,0.499,28.739,61.2168,51.2809,83.6997,24.7997,1332.7,63.0,0.039,2.78,21567.52,67.11,900.75,3.091,2604.47,680.38,643.59,21.49,2.777,3.02,0.95865,106.867,475.5,2258.8
2018-04-09,3.0715,12261.75,23979.1,131.594,1.23222,1.4129,0.505,28.8382,61.6122,51.8273,83.7749,25.0478,1336.13,64.1,0.036,2.71,21678.26,68.66,926.57,3.045,2613.16,683.53,647.68,21.77,2.783,3.013,0.95624,106.794,493.5,2262.16
2018-04-10,3.131,12397.32,24408.0,132.429,1.23536,1.41763,0.517,29.6337,62.41,52.5882,85.0094,25.5769,1339.42,65.9,0.034,2.69,21794.32,71.03,945.9,3.043,2656.87,706.29,663.68,20.47,2.801,3.021,0.95706,107.199,495.5,2274.81
2018-04-11,3.112,12293.97,24189.45,132.088,1.23677,1.41781,0.5,29.9009,62.0234,52.0568,84.3437,25.4922,1353.03,64.2,0.031,2.69,21687.1,72.05,960.53,3.002,2642.19,713.73,659.83,20.24,2.781,2.997,0.95783,106.801,490.5,2271.93
2018-04-12,3.06,12415.01,24483.05,132.272,1.23266,1.42344,0.517,29.9352,62.734,52.4382,85.1262,25.7652,1334.88,64.8,0.034,2.71,21660.28,72.05,961.4,2.995,2663.99,713.71,667.7,18.49,2.839,3.046,0.96277,107.306,482.0,2306.44
2018-04-13,3.0675,12442.4,24360.14,132.486,1.23385,1.42458,0.512,30.1012,62.1859,52.3091,84.9184,25.6387,1345.06,65.3,0.035,2.77,21778.74,72.53,983.9,3.039,2656.3,721.44,665.59,17.41,2.827,3.029,0.96204,107.376,482.0,2310.32
2018-04-16,3.0915,12391.41,24573.04,132.639,1.23806,1.43375,0.525,30.2682,62.41,52.6399,85.6653,25.817,1345.43,64.1,0.039,2.82,21835.53,71.36,997.57,3.104,2677.84,728.79,670.64,16.56,2.83,3.027,0.95976,107.135,463.0,2300.2
2018-04-17,3.075,12585.57,24786.63,132.422,1.2374,1.42909,0.508,30.4519,62.4913,53.0184,86.0827,26.2495,1347.33,64.5,0.039,2.83,21847.59,71.55,1008.58,3.064,2706.39,731.75,683.21,15.25,2.83,3.022,0.96628,107.017,468.5,2307.95
2018-04-18,3.1535,12590.83,24748.07,132.732,1.23782,1.42066,0.532,30.9046,62.4286,53.065,87.0532,26.2226,1349.18,66.5,0.036,2.84,22158.2,73.48,1031.21,3.024,2708.64,743.2,681.51,15.6,2.875,3.062,0.96856,107.23,471.0,2315.5
2018-04-19,3.128,12567.42,24664.89,132.59,1.23462,1.4088,0.601,30.9547,62.9043,52.5813,86.6971,25.9167,1345.21,68.3,0.039,2.77,22191.18,73.78,1025.88,3.048,2693.13,744.24,673.96,15.96,2.912,3.099,0.97107,107.394,474.5,2324.73
2018-04-20,3.1315,12540.5,24462.94,132.219,1.22825,1.40134,0.592,30.8123,62.7154,52.2187,86.4656,25.5789,1335.2,66.9,0.058,2.72,22162.24,74.02,1025.31,3.085,2670.14,740.46,664.18,16.88,2.96,3.149,0.97535,107.649,463.0,2298.2
2018-04-23,3.108,12572.39,24448.69,132.727,1.22087,1.39391,0.633,30.9046,62.8417,52.322,86.2331,25.4374,1324.1,67.6,0.061,2.74,22088.04,74.73,976.76,3.085,2670.29,745.02,662.22,16.34,2.975,3.145,0.97826,108.715,461.5,2291.59
2018-04-24,3.1385,12550.82,24024.13,133.132,1.22338,1.39809,0.63,30.72,62.5089,51.9991,84.9085,24.994,1330.27,67.3,0.054,2.77,22278.12,73.89,971.0,3.104,2634.56,737.03,650.55,18.02,3.001,3.184,0.97887,108.819,472.5,2269.06
2018-04-25,3.132,12422.3,24083.83,133.054,1.21627,1.39352,0.632,30.8369,62.3748,52.1541,84.7156,24.9641,1323.08,66.3,0.062,2.79,22215.32,73.99,962.02,3.1,2639.4,743.0,650.22,17.84,3.03,3.208,0.9833,109.396,486.5,2257.0
2018-04-26,3.113,12500.47,24322.34,132.322,1.21055,1.39158,0.595,31.1384,62.5363,52.7144,84.7987,25.5271,1316.77,66.9,0.058,2.8,22319.61,74.77,981.6,3.041,2666.94,754.07,662.33,16.24,2.985,3.166,0.98952,109.312,481.0,2283.15
2018-04-27,3.046,12580.87,24311.19,132.306,1.213,1.37826,0.573,30.9616,62.5891,52.8882,84.7354,25.4952,1322.78,65.0,0.053,2.77,22467.87,74.58,966.12,3.035,2669.91,745.31,661.17,15.41,2.957,3.127,0.98762,109.073,490.0,2276.41
2018-04-30,3.0525,12612.11,24163.15,131.985,1.20791,1.3769,0.562,30.9616,62.1937,52.3498,84.1557,25.3357,1315.06,65.4,,2.68,,74.59,961.98,3.087,2648.05,744.98,656.8,15.93,2.953,3.123,0.99079,109.268,454.0,2291.87
2018-05-01,3.015,,24099.05,131.739,1.19931,1.36139,,30.8202,62.1144,52.1541,83.9322,25.5908,1302.71,65.4,0.039,2.75,22508.03,73.14,943.28,,2654.8,740.87,665.39,15.49,2.966,3.129,0.99663,109.845,523.5,
2018-05-03,3.059,12690.15,23930.15,130.877,1.19872,1.35747,0.534,30.829,61.3881,51.4816,83.4851,25.6387,1311.95,66.8,,2.69,,73.65,958.94,,2629.73,742.17,666.11,15.9,2.948,3.121,0.9977,109.18,535.0,
2018-05-04,3.0655,12819.6,24262.51,130.444,1.19575,1.35353,0.545,31.0294,61.718,51.7707,84.2606,26.0751,1314.85,66.1,,2.69,,74.89,965.14,3.162,2663.42,745.48,678.7,14.77,2.951,3.124,1.00062,109.09,522.5,2233.35
2018-05-07,3.0595,12948.14,24357.32,130.057,1.19223,1.35593,0.533,31.0628,61.764,51.7905,84.5564,26.2425,1313.94,67.0,0.044,2.71,22467.16,76.16,956.17,3.139,2672.63,746.76,683.42,14.75,2.952,3.123,1.00284,109.087,508.0,2214.36
2018-05-08,3.0405,12912.21,24360.21,129.377,1.18627,1.35482,0.563,31.104,61.9333,51.5183,85.1064,26.3222,1314.43,67.0,0.048,2.72,22508.69,74.91,967.53,3.275,2671.92,752.58,684.68,14.71,2.98,3.131,1.00167,109.062,511.0,2236.4
2018-05-09,3.0395,12943.06,24542.54,130.056,1.18519,1.35487,0.559,31.7817,62.6518,51.6962,85.4694,26.6281,1312.51,67.0,0.049,2.72,22408.88,77.17,973.0,3.259,2697.79,767.88,692.98,13.42,3.006,3.162,1.00509,109.735,510.5,2281.12
2018-05-10,3.0925,13022.87,24739.53,130.388,1.19165,1.35171,0.558,32.0921,63.1814,52.2286,86.1856,26.962,1321.09,67.0,0.049,2.73,22497.18,77.49,995.83,3.227,2723.07,773.93,702.15,13.23,2.964,3.11,1.00288,109.418,502.5,2302.71
2018-05-11,3.095,13001.24,24831.17,130.571,1.19446,1.35417,0.556,32.149,63.1814,52.8644,86.4567,26.9639,1317.43,67.0,0.043,2.75,22758.48,77.09,988.01,3.237,2727.72,773.18,700.96,12.65,2.971,3.106,1.00095,109.314,494.5,2329.36
2018-05-14,3.0785,12977.71,24899.41,130.83,1.19269,1.3558,0.613,32.425,63.1911,53.2637,86.2331,26.9161,1313.2,67.0,0.048,2.83,22865.86,78.24,992.91,3.238,2730.13,778.08,700.68,12.93,3.006,3.136,1.00033,109.693,485.5,2321.09
2018-05-15,3.0425,12970.04,24706.41,130.624,1.18381,1.35026,0.647,32.4005,62.8583,52.6031,85.9077,26.5903,1290.39,67.0,0.054,2.83,22818.02,78.42,977.03,3.3,2711.45,778.14,694.03,14.63,3.074,3.201,1.00108,110.342,490.0,2276.45
2018-05-16,3.0585,12996.33,24768.93,130.275,1.18118,1.35128,0.607,32.4584,62.8769,53.0044,85.9907,26.8075,1290.63,67.0,0.054,2.78,22717.23,79.22,982.53,3.29,2722.46,781.04,696.63,13.42,3.1,3.217,1.00099,110.292,490.0,2275.91
2018-05-17,3.077,13114.61,24713.98,130.672,1.1795,1.3516,0.639,32.8022,62.644,53.0333,86.3657,26.6829,1290.73,67.0,0.059,2.72,22838.37,79.28,974.48,3.301,2720.13,791.51,693.17,13.43,3.115,3.248,1.00146,110.786,493.5,2255.78
2018-05-18,3.051,13077.72,24715.09,130.298,1.17678,1.34789,0.577,32.6332,62.2319,53.068,86.5783,26.5325,1292.88,67.0,0.07,2.76,22930.36,78.41,961.87,3.351,2712.97,785.16,690.26,13.42,3.056,3.201,0.99781,110.725,514.5,2230.32
2018-05-21,3.0855,,25013.29,130.947,1.17945,1.34313,,32.9249,62.6263,53.1624,87.6299,26.7577,1293.0,67.0,0.055,2.77,23002.37,79.22,988.4,3.315,2733.01,792.66,696.34,13.08,3.062,3.201,0.99694,111.031,519.5,2268.39
2018-05-22,3.119,13169.92,24834.41,130.636,1.17784,1.3434,0.559,32.5498,62.9122,53.1147,87.0621,26.7158,1291.08,67.0,0.052,2.78,22960.34,79.59,987.48,3.248,2724.44,782.45,694.72,13.22,3.062,3.206,0.99266,110.911,533.5,2248.71
2018-05-23,3.0605,12976.84,24886.81,128.681,1.17041,1.33535,0.508,32.149,62.2133,52.9746,86.4062,26.8972,1293.22,67.0,0.044,2.86,22689.74,79.81,976.19,3.248,2733.29,782.42,700.07,12.58,2.993,3.154,0.99508,109.945,543.5,2209.32
2018-05-24,3.0855,12855.09,24811.76,128.014,1.17225,1.33854,0.47,31.656,61.7806,52.919,86.606,26.8474,1304.61,67.0,0.045,2.87,22437.01,78.83,971.54,3.221,2727.76,769.45,699.55,12.53,2.979,3.125,0.99106,109.204,542.5,2213.26
2018-05-25,3.067,12938.01,24753.09,127.652,1.16606,1.33127,0.405,30.8369,61.4321,52.7879,86.4844,26.8962,1301.28,67.0,0.049,2.89,22450.79,76.43,977.64,3.214,2721.33,749.39,699.27,13.22,2.931,3.09,0.99115,109.473,555.5,2213.24
